Frame,Angle_Thumb
0,178.2769913358186
1,177.8734040240823
2,177.70317178776926
3,177.43746397827343
4,177.1581814433669
5,176.89075246273666
6,176.64144547841093
7,176.44031280479467
8,176.28169831283023
9,176.1005281304849
10,175.91807401582145
11,175.74681542067867
12,175.58559870776506
13,175.42071423783784
14,175.25321048332196
15,175.1030623945994
16,174.96581712419854
17,174.82082790801147
18,174.6616640290454
19,174.51294775170751
20,174.3733813442258
21,174.23306928688388
22,174.10082550098755
23,173.97303449275276
24,173.86568827989197
25,173.75498113817662
26,173.63410341710002
27,173.50806709054316
28,173.39425794571792
29,173.27863268035458
30,173.17933622604426
31,173.08506706111194
32,172.9993557694968
33,172.93046342390832
34,172.85960143728022
35,172.78829453188993
36,172.73451201777686
37,172.6811096764032
38,172.63038994145415
39,172.58002532277428
40,172.52701122661875
41,172.47939138579846
42,172.4290603263935
43,172.3780340511485
44,172.33738503671307
45,172.29250716575658
46,172.25280754043064
47,172.20212064089333
48,172.14696783220504
49,172.08758389681464
50,172.02006945085915
51,171.9449618305345
52,171.85535804126036
53,171.71649351028265
54,171.56343612890979
55,171.39568174208992
56,171.20226028325104
57,170.9864815642908
58,170.77576132083882
59,170.59632980391032
60,170.4118201698667
61,170.2052528708342
62,169.9825376929434
63,169.78688829357526
64,169.56810348640533
65,169.3427889714937
66,169.12684644871422
67,168.9377332244022
68,168.69986396869908
69,168.45550347630714
70,168.16698755797597
71,167.7937000300726
72,167.3899288996666
73,166.98018909610042
74,166.5244086367453
75,166.05882468161562
76,165.52848257876218
77,164.94236983952896
78,164.34257339631583
79,163.69979164161882
80,162.98338535431424
81,162.2758361715253
82,161.55437061632588
83,160.8944236413129
84,160.2908679841392
85,159.64104145338982
86,159.08199748882603
87,158.4763323544192
88,157.9812840716664
89,157.4633396497237
90,156.94792836447832
91,156.4054311466119
92,155.83759313466592
93,155.2804270618768
94,154.74283056035335
95,154.1713080509262
96,153.53255510569622
97,152.83962581586462
98,152.03807905406637
99,151.21952346619483
100,150.39114144431034
101,149.3281276346843
102,148.1482923845765
103,146.9372599951745
104,145.59640428190082
105,144.33992536736477
106,143.1291324531724
107,141.9384039417781
108,140.79950255002734
109,139.5084440640237
110,138.2887077288474
111,137.04730143231117
112,135.76969182036564
113,134.48984622338372
114,133.28379982227386
115,132.09073580460094
116,130.88385112462637
117,129.74334307847727
118,128.56233073366178
119,127.39791283661268
120,126.19368568785413
121,124.83780359624402
122,123.44581386317414
123,122.01714001734568
124,120.5875111506817
125,119.23141305831261
126,117.9125650460959
127,116.64319292196932
128,115.47667663473067
129,114.43261657068778
130,113.43674753031706
131,112.45602357350617
132,111.41784212932085
133,110.34600165267888
134,109.41477146746426
135,108.39311825139129
136,107.38971085856262
137,106.40798664649928
138,105.38505657370065
139,104.40690585922526
140,103.39291913513499
141,102.2166289507947
142,100.97004345847556
143,99.75960427552766
144,98.5909001938458
145,97.44725782188334
146,96.38168808932734
147,95.24462902925282
148,94.16807121212939
149,93.23032177537259
150,92.1178365769211
151,91.0540365723213
152,89.92042610919464
153,88.82891714346826
154,87.7053553804787
155,86.67140018335758
156,85.6599281322749
157,84.68787896140104
158,83.75168086718719
159,82.84975399001239
160,81.98343531348772
161,81.2021537513954
162,80.42861313234806
163,79.65950126635208
164,78.9569313214417
165,78.2992491301348
166,77.67922685135557
167,77.10748470467487
168,76.55744638796351
169,76.00642443512417
170,75.493389152679
171,75.03928636243968
172,74.6247831466414
173,74.17018475357915
174,73.794401589488
175,73.40947844099952
176,73.0208863651362
177,72.67360643322539
178,72.35855523718509
179,72.07668497423187
180,71.79632667734211
181,71.53398103641547
182,71.24849982077764
183,71.01028163025688
184,70.77762518298907
185,70.56401540171855
186,70.38030340604494
187,70.20355280138257
188,70.03745790799425
189,69.87541380015928
190,69.70495692939016
191,69.54973746476647
192,69.3726992814962
193,69.21347398624695
194,69.01986705845361
195,68.90546254907292
196,68.76687243546792
197,68.66201498194498
198,68.53141200934019
199,68.42520726088918
200,68.35077604366289
201,68.27003473216128
202,68.23869761271274
203,68.1752125666017
204,68.11585470685284
205,68.03237172427873
206,67.94918561596998
207,67.8935853204255
208,67.83963143285985
209,67.76812535299973
210,67.70319839254299
211,67.60533944873018
212,67.57461386721599
213,67.50609573553399
214,67.44878875601172
215,67.42068196230584
216,67.38813934463737
217,67.34024279476479
218,67.29847044406041
219,67.27792912848274
220,67.30807656925413
221,67.32834360396518
222,67.3463090602696
223,67.36709628332844
224,67.34526606379119
225,67.39258352426188
226,67.44037312536948
227,67.54114218180304
228,67.6487837326845
229,67.75781230853832
230,67.83581761159111
231,67.99734268158666
232,68.17265295133099
233,68.44371046021894
234,68.93509998003913
235,69.3323918370366
236,69.86006303868348
237,70.3980913406491
238,70.96414009771729
239,71.59749573664944
240,72.16929195622558
241,72.84695062081147
242,73.5215504343158
243,74.14934161145679
244,74.8888734709089
245,75.61238280214707
246,76.32558275152107
247,76.89740267191573
248,77.51524881452038
249,78.05562951381229
250,78.71898629097599
251,79.41183698847622
252,79.98571960736018
